begin_time_str,begin_time_seconds,end_time_str,end_time_seconds,f_scale,length,width,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,begin_lat,begin_lon,end_lat,end_lon
2020-01-11 09:33:00 UTC,1578735180,2020-01-11 09:44:00 UTC,1578735840,1,8.26,550,1,0,0,0,33.3349,-91.3129,33.385,-91.183
2020-01-11 09:36:00 UTC,1578735360,2020-01-11 09:37:00 UTC,1578735420,1,0.17,15,0,0,0,0,33.3027,-91.2845,33.3023,-91.2816
2020-01-11 09:44:00 UTC,1578735840,2020-01-11 09:50:00 UTC,1578736200,0,5.44,200,0,0,0,0,33.385,-91.183,33.419,-91.098
2020-01-11 09:48:00 UTC,1578736080,2020-01-11 10:11:00 UTC,1578737460,2,23.38,1800,4,0,0,0,33.6658,-91.0602,33.8076,-90.6907
2020-01-11 09:50:00 UTC,1578736200,2020-01-11 09:52:00 UTC,1578736320,1,2.97,200,0,0,0,0,33.419,-91.098,33.446,-91.058
2020-01-11 09:52:00 UTC,1578736320,2020-01-11 09:53:00 UTC,1578736380,2,0.99,850,0,0,0,0,33.446,-91.058,33.4551,-91.0448
2020-01-11 10:02:00 UTC,1578736920,2020-01-11 10:05:00 UTC,1578737100,1,4.18,880,0,0,0,0,34.0377,-90.8624,34.0818,-90.8124
2020-01-11 10:07:00 UTC,1578737220,2020-01-11 10:10:00 UTC,1578737400,1,2.55,270,0,0,0,0,33.8988,-90.7434,33.9105,-90.7013
2020-01-11 10:18:00 UTC,1578737880,2020-01-11 10:25:00 UTC,1578738300,2,5.54,1700,0,0,0,0,33.9183,-90.5201,33.9796,-90.4579
2020-01-11 10:19:00 UTC,1578737940,2020-01-11 10:26:00 UTC,1578738360,2,5.43,850,0,0,0,0,33.8224,-90.5682,33.8749,-90.4978
2020-01-11 10:26:00 UTC,1578738360,2020-01-11 10:28:00 UTC,1578738480,0,2.24,100,0,0,0,0,33.9798,-90.4099,34.0013,-90.3807
2020-01-11 10:38:00 UTC,1578739080,2020-01-11 10:40:00 UTC,1578739200,1,1.86,150,0,0,0,0,36.3671,-89.1916,36.3885,-89.1712
2020-01-11 10:42:00 UTC,1578739320,2020-01-11 10:45:00 UTC,1578739500,0,3.53,200,0,0,0,0,34.6979,-90.1309,34.7301,-90.0827
2020-01-11 10:45:00 UTC,1578739500,2020-01-11 10:47:00 UTC,1578739620,1,1.8,150,0,0,0,0,34.26,-90.175,34.2744,-90.1487
2020-01-11 10:45:00 UTC,1578739500,2020-01-11 10:52:00 UTC,1578739920,1,7.74,200,0,0,0,0,34.7301,-90.0827,34.7778,-89.9594
2020-01-11 10:47:00 UTC,1578739620,2020-01-11 10:51:00 UTC,1578739860,1,3.87,150,1,0,0,0,34.2744,-90.1487,34.3011,-90.0892
2020-01-11 10:53:00 UTC,1578739980,2020-01-11 11:01:00 UTC,1578740460,2,8.21,300,0,0,0,0,34.8576,-89.9206,34.9255,-89.8018
2020-01-11 11:04:00 UTC,1578740640,2020-01-11 11:10:00 UTC,1578741000,0,5.88,150,0,0,0,0,34.5045,-89.8584,34.5539,-89.7744
2020-01-11 11:10:00 UTC,1578741000,2020-01-11 11:12:00 UTC,1578741120,0,1.37,150,0,0,0,0,34.5539,-89.7744,34.5683,-89.7579
2020-01-11 11:17:00 UTC,1578741420,2020-01-11 11:19:00 UTC,1578741540,1,1.98,230,0,0,0,0,36.6198,-88.7049,36.6256,-88.6698
2020-01-11 11:21:00 UTC,1578741660,2020-01-11 11:28:00 UTC,1578742080,0,5.85,70,1,0,0,0,34.655,-89.6108,34.6923,-89.5184
2020-01-11 11:36:00 UTC,1578742560,2020-01-11 11:38:00 UTC,1578742680,0,1.98,90,0,0,0,0,35.1294,-89.3431,35.1463,-89.3148
2020-01-11 11:42:00 UTC,1578742920,2020-01-11 11:45:00 UTC,1578743100,1,2.34,25,0,0,0,0,36.8522,-88.3787,36.8817,-88.3578
2020-01-11 11:58:00 UTC,1578743880,2020-01-11 11:59:00 UTC,1578743940,0,0.08,75,0,0,0,0,36.2574,-88.8041,36.2573,-88.8027
2020-01-11 12:04:00 UTC,1578744240,2020-01-11 12:06:00 UTC,1578744360,2,1.2,125,4,0,0,0,30.5922,-91.7641,30.607,-91.7545
2020-01-11 12:45:00 UTC,1578746700,2020-01-11 12:48:00 UTC,1578746880,0,3.14,100,0,0,0,0,34.4938,-88.7007,34.5092,-88.6488
2020-01-11 12:48:00 UTC,1578746880,2020-01-11 12:52:00 UTC,1578747120,1,4.09,100,0,0,0,0,34.5092,-88.6488,34.5483,-88.5949
2020-01-11 12:50:00 UTC,1578747000,2020-01-11 12:56:00 UTC,1578747360,1,4.48,75,0,0,0,0,36.72,-88.07,36.73,-87.99
2020-01-11 12:56:00 UTC,1578747360,2020-01-11 13:03:00 UTC,1578747780,1,8.22,150,0,0,0,0,34.5963,-88.5353,34.6864,-88.441
2020-01-11 13:00:00 UTC,1578747600,2020-01-11 13:06:00 UTC,1578747960,0,4.18,50,0,0,0,0,36.8321,-87.932,36.8433,-87.8577
2020-01-11 13:05:00 UTC,1578747900,2020-01-11 13:14:00 UTC,1578748440,1,7.18,250,0,0,0,0,36.9862,-87.8431,37.02,-87.72
2020-01-11 13:08:00 UTC,1578748080,2020-01-11 13:11:00 UTC,1578748260,1,2.74,120,0,0,0,0,34.7276,-88.3934,34.7555,-88.3591
2020-01-11 13:11:00 UTC,1578748260,2020-01-11 13:14:00 UTC,1578748440,1,2.97,120,0,0,0,0,34.7555,-88.3591,34.7862,-88.3226
2020-01-11 13:12:00 UTC,1578748320,2020-01-11 13:16:00 UTC,1578748560,0,4.41,175,0,0,0,0,37.05,-87.78,37.05,-87.7
2020-01-11 13:14:00 UTC,1578748440,2020-01-11 13:19:00 UTC,1578748740,1,2.84,250,0,0,0,0,37.02,-87.72,37.03,-87.67
2020-01-11 13:16:00 UTC,1578748560,2020-01-11 13:20:00 UTC,1578748800,1,3.08,175,0,0,0,0,37.05,-87.7,37.07,-87.65
2020-01-11 13:17:00 UTC,1578748620,2020-01-11 13:18:00 UTC,1578748680,0,0.72,80,0,0,0,0,34.816,-88.29,34.822,-88.2796
2020-01-11 13:19:00 UTC,1578748740,2020-01-11 13:23:00 UTC,1578748980,1,2.98,200,0,0,0,0,37.0565,-87.6518,37.087,-87.6134
2020-01-11 13:34:00 UTC,1578749640,2020-01-11 13:44:00 UTC,1578750240,1,10.94,100,0,0,0,0,36.6912,-87.5107,36.8064,-87.3752
2020-01-11 13:40:00 UTC,1578750000,2020-01-11 13:43:00 UTC,1578750180,1,2.61,50,0,0,0,0,36.8143,-87.4434,36.8313,-87.4013
2020-01-11 15:33:00 UTC,1578756780,2020-01-11 15:37:00 UTC,1578757020,0,2.96,250,0,0,0,0,32.3707,-89.4785,32.3988,-89.4403
2020-01-11 17:11:00 UTC,1578762660,2020-01-11 17:20:00 UTC,1578763200,2,6.33,1056,7,0,3,0,33.2379,-88.1545,33.3253,-88.1223
2020-01-11 19:03:00 UTC,1578769380,2020-01-11 19:08:00 UTC,1578769680,0,0.21,80,0,0,0,0,34.1749,-86.6197,34.1778,-86.619
2020-01-11 19:13:00 UTC,1578769980,2020-01-11 19:14:00 UTC,1578770040,1,0.58,60,0,0,0,0,34.3,-86.5571,34.3037,-86.5481
2020-01-11 19:14:00 UTC,1578770040,2020-01-11 19:15:00 UTC,1578770100,0,1.26,60,0,0,0,0,34.3037,-86.5481,34.3148,-86.5305
2020-01-11 19:19:00 UTC,1578770340,2020-01-11 19:24:00 UTC,1578770640,2,0.22,150,0,0,0,0,34.3974,-86.4466,34.4006,-86.4463
2020-01-11 21:52:00 UTC,1578779520,2020-01-11 21:54:00 UTC,1578779640,0,2.07,400,0,0,0,0,33.9108,-84.7582,33.9191,-84.7236
2020-01-11 21:54:00 UTC,1578779640,2020-01-11 21:56:00 UTC,1578779760,0,1.79,400,0,0,0,0,33.9191,-84.7236,33.9291,-84.6948
2020-01-11 22:24:00 UTC,1578781440,2020-01-11 22:27:00 UTC,1578781620,0,3.05,450,0,0,0,0,34.7415,-84.1414,34.7619,-84.0938
2020-01-11 22:33:00 UTC,1578781980,2020-01-11 22:41:00 UTC,1578782460,1,5.8,275,0,0,0,0,31.7633,-85.31,31.8093,-85.2285
2020-01-11 22:48:00 UTC,1578782880,2020-01-11 22:49:00 UTC,1578782940,1,0.34,100,0,0,0,0,32.9134,-84.5255,32.9147,-84.5198
2020-01-11 22:55:00 UTC,1578783300,2020-01-11 22:55:00 UTC,1578783300,0,3.3,30,0,0,0,0,36.46,-83.58,36.46,-83.58
2020-01-12 01:04:00 UTC,1578791040,2020-01-12 01:05:00 UTC,1578791100,0,0.44,30,0,0,0,0,34.55,-82.914,34.554,-82.908
2020-01-12 01:06:00 UTC,1578791160,2020-01-12 01:07:00 UTC,1578791220,0,0.27,50,0,0,0,0,34.583,-82.87,34.586,-82.867
2020-01-12 01:40:00 UTC,1578793200,2020-01-12 01:42:00 UTC,1578793320,0,0.66,160,0,0,0,0,34.68,-82.472,34.689,-82.468
2020-01-12 01:40:00 UTC,1578793200,2020-01-12 01:42:00 UTC,1578793320,0,1.24,50,0,0,0,0,34.182,-82.259,34.192,-82.241
2020-01-12 01:42:00 UTC,1578793320,2020-01-12 01:44:00 UTC,1578793440,0,1.2,50,0,0,0,0,34.192,-82.24,34.201,-82.222
2020-01-12 01:45:00 UTC,1578793500,2020-01-12 01:46:00 UTC,1578793560,0,0.53,30,0,0,0,0,34.239,-82.208,34.244,-82.201
2020-01-12 03:11:00 UTC,1578798660,2020-01-12 03:13:00 UTC,1578798780,0,3.1,350,0,0,0,0,40.0305,-84.2271,40.0545,-84.1776
2020-01-12 03:15:00 UTC,1578798900,2020-01-12 03:21:00 UTC,1578799260,0,6.34,175,0,0,0,0,40.106,-84.1758,40.1585,-84.0774
2020-01-12 03:33:00 UTC,1578799980,2020-01-12 03:35:00 UTC,1578800100,2,0.55,150,0,0,0,0,34.4293,-80.5303,34.4346,-80.523
2020-01-13 17:45:00 UTC,1578937500,2020-01-13 17:50:00 UTC,1578937800,0,1.21,45,0,0,0,0,34.0423,-78.8659,34.0492,-78.8464
2020-01-14 04:51:00 UTC,1578977460,2020-01-14 04:53:00 UTC,1578977580,0,1.46,100,0,0,0,0,33.1469,-84.3921,33.1598,-84.3722
2020-01-14 05:20:00 UTC,1578979200,2020-01-14 05:21:00 UTC,1578979260,0,0.28,50,0,0,0,0,33.2509,-84.1929,33.251,-84.188
2020-01-28 21:15:00 UTC,1580246100,2020-01-28 21:17:00 UTC,1580246220,0,1.74,10,0,0,0,0,31.7094,-97.1457,31.7194,-97.1186
2020-02-01 03:35:00 UTC,1580528100,2020-02-01 03:43:00 UTC,1580528580,,4.68,50,0,0,0,0,25.464,-81.123,25.516,-81.075
2020-02-05 20:57:00 UTC,1580936220,2020-02-05 21:07:00 UTC,1580936820,1,6.17,150,0,0,0,0,31.9546,-89.752,32.0055,-89.6654
2020-02-05 21:20:00 UTC,1580937600,2020-02-05 21:24:00 UTC,1580937840,2,2.64,440,0,0,0,0,32.0906,-89.5363,32.1173,-89.504
2020-02-05 21:28:00 UTC,1580938080,2020-02-05 21:40:00 UTC,1580938800,1,8.12,800,0,0,0,0,32.6797,-90.4403,32.7374,-90.3186
2020-02-05 21:57:00 UTC,1580939820,2020-02-05 22:07:00 UTC,1580940420,2,8.84,900,4,0,0,0,32.8169,-90.0995,32.88,-89.967
2020-02-05 22:07:00 UTC,1580940420,2020-02-05 22:08:00 UTC,1580940480,2,0.02,300,0,0,0,0,32.88,-89.967,32.8801,-89.9667
2020-02-05 22:08:00 UTC,1580940480,2020-02-05 22:24:00 UTC,1580941440,2,9.87,900,0,0,0,0,32.8801,-89.9667,32.9356,-89.8099
2020-02-05 22:46:00 UTC,1580942760,2020-02-05 22:48:00 UTC,1580942880,1,1.66,300,0,0,0,0,33.0678,-89.501,33.0735,-89.4732
2020-02-05 22:58:00 UTC,1580943480,2020-02-05 23:02:00 UTC,1580943720,2,3.89,800,0,0,0,0,33.1175,-89.3761,33.1454,-89.3178
2020-02-05 23:02:00 UTC,1580943720,2020-02-05 23:04:00 UTC,1580943840,1,1.95,200,0,0,0,0,33.1454,-89.3178,33.1523,-89.2851
2020-02-05 23:18:00 UTC,1580944680,2020-02-05 23:25:00 UTC,1580945100,1,1.32,60,0,0,0,0,34.6617,-88.1282,34.6648,-88.1055
2020-02-05 23:33:00 UTC,1580945580,2020-02-05 23:48:00 UTC,1580946480,1,9.13,250,0,0,0,0,32.6636,-89.6748,32.7112,-89.5284
2020-02-05 23:50:00 UTC,1580946600,2020-02-05 23:57:00 UTC,1580947020,1,4.91,150,0,0,0,0,32.7049,-89.476,32.7372,-89.4007
2020-02-05 23:55:00 UTC,1580946900,2020-02-06 00:07:00 UTC,1580947620,1,10.05,300,0,0,0,0,35.0718,-87.4657,35.1165,-87.2976
2020-02-05 23:56:00 UTC,1580946960,2020-02-06 00:07:00 UTC,1580947620,1,10.51,300,1,0,0,0,35.223,-87.3984,35.2624,-87.2192
2020-02-06 00:47:00 UTC,1580950020,2020-02-06 00:57:00 UTC,1580950620,0,10.36,50,0,0,0,0,35.5495,-86.5358,35.6061,-86.3696
2020-02-06 01:23:00 UTC,1580952180,2020-02-06 01:31:00 UTC,1580952660,0,6.34,50,0,0,0,0,35.7451,-85.9171,35.7844,-85.8166
2020-02-06 01:55:00 UTC,1580954100,2020-02-06 01:59:00 UTC,1580954340,1,3.86,200,0,0,0,0,35.9009,-85.5413,35.9004,-85.4738
2020-02-06 02:02:00 UTC,1580954520,2020-02-06 02:09:00 UTC,1580954940,1,6.39,250,0,0,0,0,35.9527,-85.4209,35.9562,-85.307
2020-02-06 04:51:00 UTC,1580964660,2020-02-06 05:21:00 UTC,1580966460,2,26.43,1320,0,0,0,0,31.9406,-89.2971,32.1428,-88.914
2020-02-06 05:21:00 UTC,1580966460,2020-02-06 05:30:00 UTC,1580967000,2,10.51,1000,0,0,0,0,32.1428,-88.914,32.2249,-88.7627
2020-02-06 05:30:00 UTC,1580967000,2020-02-06 05:57:00 UTC,1580968620,1,22.91,850,0,0,0,0,32.2249,-88.7627,32.3928,-88.4244
2020-02-06 07:57:00 UTC,1580975820,2020-02-06 08:09:00 UTC,1580976540,2,9.91,700,0,0,0,0,33.2015,-86.9753,33.2954,-86.8503
2020-02-06 08:13:00 UTC,1580976780,2020-02-06 08:15:00 UTC,1580976900,1,1.29,400,1,0,1,0,32.4617,-87.8012,32.4725,-87.7834
2020-02-06 10:28:00 UTC,1580984880,2020-02-06 10:29:00 UTC,1580984940,0,0.33,200,0,0,0,0,34.3951,-84.8631,34.3968,-84.8576
2020-02-06 10:29:00 UTC,1580984940,2020-02-06 10:30:00 UTC,1580985000,0,1.91,200,0,0,0,0,34.3968,-84.8576,34.405,-84.8256
2020-02-06 14:45:00 UTC,1581000300,2020-02-06 14:57:00 UTC,1581001020,1,7.03,100,0,0,0,0,35.416,-81.587,35.461,-81.475
2020-02-06 14:58:00 UTC,1581001080,2020-02-06 14:59:00 UTC,1581001140,0,0.45,100,0,0,0,0,35.461,-81.474,35.464,-81.467
2020-02-06 15:21:00 UTC,1581002460,2020-02-06 15:33:00 UTC,1581003180,1,10.14,100,0,0,0,0,34.926,-82.03,34.972,-81.86
2020-02-06 15:55:00 UTC,1581004500,2020-02-06 16:00:00 UTC,1581004800,2,5.14,150,0,0,0,0,35.177,-81.413,35.196,-81.325
2020-02-06 16:01:00 UTC,1581004860,2020-02-06 16:05:00 UTC,1581005100,1,3.52,150,0,0,0,0,35.196,-81.323,35.191,-81.261
2020-02-06 16:40:00 UTC,1581007200,2020-02-06 16:48:00 UTC,1581007680,2,6.19,75,0,0,0,0,35.498,-80.564,35.497,-80.454
2020-02-06 16:55:00 UTC,1581008100,2020-02-06 16:57:00 UTC,1581008220,0,1.52,50,0,0,0,0,35.509,-80.351,35.507,-80.324
2020-02-06 17:16:00 UTC,1581009360,2020-02-06 17:31:00 UTC,1581010260,1,15.09,150,0,0,0,0,35.094,-80.917,35.127,-80.653
2020-02-06 17:31:00 UTC,1581010260,2020-02-06 17:32:00 UTC,1581010320,1,0.38,100,0,0,0,0,35.8501,-79.6473,35.8509,-79.6405
2020-02-06 17:32:00 UTC,1581010320,2020-02-06 17:35:00 UTC,1581010500,1,2.06,150,0,0,0,0,35.127,-80.651,35.132,-80.615
2020-02-06 17:42:00 UTC,1581010920,2020-02-06 17:49:00 UTC,1581011340,1,7.32,400,0,0,0,0,35.362,-80.3361,35.373,-80.2068
2020-02-06 19:52:00 UTC,1581018720,2020-02-06 19:54:00 UTC,1581018840,1,1.14,75,0,0,0,0,33.6423,-81.8037,33.6499,-81.7862
2020-02-06 20:32:00 UTC,1581021120,2020-02-06 20:35:00 UTC,1581021300,0,2.99,75,0,0,0,0,36.4298,-76.82,36.4425,-76.7685
2020-02-07 02:05:00 UTC,1581041100,2020-02-07 02:10:00 UTC,1581041400,0,0.18,50,0,0,0,0,31.208,-82.3642,31.2078,-82.3612
2020-02-07 03:38:00 UTC,1581046680,2020-02-07 03:48:00 UTC,1581047280,0,9.24,50,1,0,0,0,27.8645,-82.7898,27.8771,-82.6464
2020-02-07 12:20:00 UTC,1581078000,2020-02-07 12:23:00 UTC,1581078180,0,3.36,250,0,0,0,0,39.0946,-77.5874,39.1291,-77.5431
2020-02-07 12:28:00 UTC,1581078480,2020-02-07 12:29:00 UTC,1581078540,1,1.11,150,0,0,0,0,39.1763,-77.4827,39.1819,-77.4633
2020-02-07 12:38:00 UTC,1581079080,2020-02-07 12:39:00 UTC,1581079140,0,2.08,75,0,0,0,0,39.1301,-77.3464,39.1431,-77.3113
2020-02-07 12:44:00 UTC,1581079440,2020-02-07 12:50:00 UTC,1581079800,1,6.74,150,0,0,0,0,39.3427,-77.2758,39.4155,-77.1917
2020-02-07 13:03:00 UTC,1581080580,2020-02-07 13:14:00 UTC,1581081240,1,10.31,100,0,0,0,0,39.562,-77.031,39.661,-76.886
2020-02-07 14:39:00 UTC,1581086340,2020-02-07 14:40:00 UTC,1581086400,1,1.06,200,0,0,0,0,39.65,-75.82,39.65,-75.8
2020-02-11 00:08:00 UTC,1581379680,2020-02-11 00:10:00 UTC,1581379800,1,1.2,200,0,0,0,0,31.4082,-88.7851,31.4195,-88.7697
2020-02-11 02:51:00 UTC,1581389460,2020-02-11 02:52:00 UTC,1581389520,0,0.66,75,0,0,0,0,32.5019,-90.555,32.51,-90.549
2020-02-11 02:52:00 UTC,1581389520,2020-02-11 02:55:00 UTC,1581389700,1,2.2,300,0,0,0,0,32.51,-90.549,32.5378,-90.5305
2020-02-12 23:13:00 UTC,1581549180,2020-02-12 23:17:00 UTC,1581549420,1,3.75,400,0,0,0,0,34.9674,-87.5054,34.9837,-87.4424
2020-02-12 23:27:00 UTC,1581550020,2020-02-12 23:29:00 UTC,1581550140,0,1.89,100,0,0,0,0,35.0583,-87.2934,35.0662,-87.2616
2020-02-13 10:12:00 UTC,1581588720,2020-02-13 10:15:00 UTC,1581588900,1,2.1,300,0,0,0,0,33.0162,-85.9171,33.0162,-85.8819
2020-03-03 02:00:00 UTC,1583200800,2020-03-03 02:06:00 UTC,1583201160,1,5.51,400,0,0,0,0,37.0335,-87.5005,37.0278,-87.4009
2020-03-03 04:12:00 UTC,1583208720,2020-03-03 04:23:00 UTC,1583209380,1,7.27,100,0,0,0,0,36.0323,-88.8275,36.0534,-88.7
2020-03-03 04:15:00 UTC,1583208900,2020-03-03 04:18:00 UTC,1583209080,0,3.06,50,0,0,0,0,36.57,-89.9,36.5712,-89.8449
2020-03-03 04:41:00 UTC,1583210460,2020-03-03 04:57:00 UTC,1583211420,2,14.8,100,0,0,0,0,36.0811,-88.5287,36.0792,-88.2637
2020-03-03 05:05:00 UTC,1583211900,2020-03-03 05:20:00 UTC,1583212800,2,10.01,250,2,0,1,0,36.0928,-88.1189,36.1028,-87.94
2020-03-03 05:20:00 UTC,1583212800,2020-03-03 05:31:00 UTC,1583213460,1,8.71,200,0,0,0,0,36.1064,-87.9387,36.1074,-87.7838
2020-03-03 05:42:00 UTC,1583214120,2020-03-03 05:48:00 UTC,1583214480,0,4.8,50,0,0,0,0,36.1162,-87.6482,36.1231,-87.5629
2020-03-03 06:15:00 UTC,1583216100,2020-03-03 06:17:00 UTC,1583216220,2,2.0,250,0,0,0,0,36.849,-86.3176,36.8537,-86.2918
2020-03-03 06:17:00 UTC,1583216220,2020-03-03 06:18:00 UTC,1583216280,1,0.7,250,0,0,0,0,36.8537,-86.2918,36.8539,-86.2773
2020-03-03 06:32:00 UTC,1583217120,2020-03-03 06:54:00 UTC,1583218440,3,21.49,1150,170,0,2,0,36.1717,-86.9562,36.1767,-86.5717
2020-03-03 06:54:00 UTC,1583218440,2020-03-03 07:19:00 UTC,1583219940,3,26.65,1600,50,0,3,0,36.1767,-86.5717,36.192,-86.0981
2020-03-03 07:19:00 UTC,1583219940,2020-03-03 07:35:00 UTC,1583220900,1,11.99,900,0,0,0,0,36.192,-86.0981,36.1525,-85.8904
2020-03-03 07:38:00 UTC,1583221080,2020-03-03 07:42:00 UTC,1583221320,0,3.32,50,0,0,0,0,36.1603,-85.8056,36.1711,-85.7479
2020-03-03 07:48:00 UTC,1583221680,2020-03-03 07:56:00 UTC,1583222160,4,8.39,900,87,0,19,0,36.1715,-85.6628,36.1709,-85.5135
2020-03-03 08:05:00 UTC,1583222700,2020-03-03 08:06:00 UTC,1583222760,0,0.23,25,0,0,0,0,36.1075,-85.4461,36.1068,-85.442
2020-03-03 08:25:00 UTC,1583223900,2020-03-03 08:35:00 UTC,1583224500,2,10.07,500,0,0,0,0,36.1399,-85.0401,36.1243,-84.8619
2020-03-03 08:40:00 UTC,1583224800,2020-03-03 08:42:00 UTC,1583224920,0,3.68,200,0,0,0,0,36.1264,-84.799,36.1264,-84.733
2020-03-03 12:04:00 UTC,1583237040,2020-03-03 12:12:00 UTC,1583237520,0,4.34,220,0,0,0,0,32.6846,-87.6226,32.6863,-87.5492
2020-03-03 12:28:00 UTC,1583238480,2020-03-03 12:38:00 UTC,1583239080,1,6.21,525,0,0,0,0,32.8648,-87.0496,32.8647,-86.9432
2020-03-04 10:39:00 UTC,1583318340,2020-03-04 10:40:00 UTC,1583318400,0,0.5,200,0,0,0,0,31.6406,-89.7644,31.642,-89.756
2020-03-04 10:40:00 UTC,1583318400,2020-03-04 10:52:00 UTC,1583319120,0,8.81,400,0,0,0,0,31.642,-89.755,31.6317,-89.6057
2020-03-12 22:17:00 UTC,1584051420,2020-03-12 22:18:00 UTC,1584051480,0,0.42,75,0,0,0,0,36.8794,-90.6777,36.8748,-90.6726
2020-03-12 22:20:00 UTC,1584051600,2020-03-12 22:21:00 UTC,1584051660,0,0.6,100,0,0,0,0,36.8571,-90.6234,36.8527,-90.6141
2020-03-13 02:07:00 UTC,1584065220,2020-03-13 02:09:00 UTC,1584065340,1,1.66,175,0,0,0,0,36.73,-84.48,36.73,-84.45
2020-03-13 21:15:00 UTC,1584134100,2020-03-13 21:25:00 UTC,1584134700,0,0.58,50,0,0,0,0,32.8211,-105.9581,32.8304,-105.9566
2020-03-14 00:53:00 UTC,1584147180,2020-03-14 00:57:00 UTC,1584147420,,4.48,300,0,0,0,0,31.6892,-103.73,31.7099,-103.6578
2020-03-14 00:57:00 UTC,1584147420,2020-03-14 01:02:00 UTC,1584147720,,4.49,300,0,0,0,0,31.7099,-103.6578,31.7247,-103.5833
2020-03-14 01:13:00 UTC,1584148380,2020-03-14 01:14:00 UTC,1584148440,1,0.47,20,0,0,0,0,31.4747,-103.4143,31.4811,-103.4117
2020-03-17 21:25:00 UTC,1584480300,2020-03-17 21:26:00 UTC,1584480360,,0.07,35,0,0,0,0,33.26,-99.28,33.26,-99.2787
2020-03-17 23:21:00 UTC,1584487260,2020-03-17 23:26:00 UTC,1584487560,0,0.46,100,0,0,0,0,34.5674,-103.0512,34.5712,-103.0445
2020-03-19 01:56:00 UTC,1584582960,2020-03-19 02:05:00 UTC,1584583500,0,1.82,55,0,0,0,0,33.1659,-98.0475,33.174,-98.0175
2020-03-19 02:04:00 UTC,1584583440,2020-03-19 02:10:00 UTC,1584583800,0,1.52,12,0,0,0,0,32.9074,-98.9049,32.9274,-98.8939
2020-03-19 02:20:00 UTC,1584584400,2020-03-19 02:32:00 UTC,1584585120,0,4.02,575,0,0,0,0,33.2501,-97.8992,33.2732,-97.8354
2020-03-19 02:24:00 UTC,1584584640,2020-03-19 02:36:00 UTC,1584585360,0,5.19,375,2,0,0,0,33.0032,-98.6704,33.0455,-98.599
2020-03-19 02:36:00 UTC,1584585360,2020-03-19 02:42:00 UTC,1584585720,0,1.55,120,1,0,0,0,33.0367,-98.546,33.0591,-98.5458
2020-03-19 03:07:00 UTC,1584587220,2020-03-19 03:10:00 UTC,1584587400,0,0.81,100,0,0,0,0,33.4159,-97.6198,33.423,-97.6104
2020-03-19 03:21:00 UTC,1584588060,2020-03-19 03:23:00 UTC,1584588180,0,0.67,46,0,0,0,0,33.1628,-98.2887,33.1649,-98.2774
2020-03-19 06:00:00 UTC,1584597600,2020-03-19 06:07:00 UTC,1584598020,2,4.68,425,0,0,0,0,32.3101,-100.2189,32.343,-100.1489
2020-03-19 06:07:00 UTC,1584598020,2020-03-19 06:13:00 UTC,1584598380,2,6.18,425,0,0,0,0,32.343,-100.1489,32.3816,-100.0534
2020-03-19 06:30:00 UTC,1584599400,2020-03-19 06:31:00 UTC,1584599460,1,0.23,35,0,0,0,0,32.4388,-99.8697,32.4404,-99.8662
2020-03-19 06:43:00 UTC,1584600180,2020-03-19 06:49:00 UTC,1584600540,2,4.62,135,0,0,0,0,32.5335,-99.6739,32.5726,-99.6096
2020-03-19 06:49:00 UTC,1584600540,2020-03-19 06:50:00 UTC,1584600600,,0.76,135,0,0,0,0,32.5726,-99.6096,32.58,-99.6
2020-03-19 06:53:00 UTC,1584600780,2020-03-19 06:55:00 UTC,1584600900,0,0.6,75,0,0,0,0,36.0019,-96.4798,36.0082,-96.4736
2020-03-19 15:25:00 UTC,1584631500,2020-03-19 15:29:00 UTC,1584631740,1,2.7,225,0,0,0,0,35.4043,-96.3287,35.4179,-96.2854
2020-03-19 20:44:00 UTC,1584650640,2020-03-19 20:46:00 UTC,1584650760,1,3.17,125,1,0,0,0,38.0649,-89.2442,38.0826,-89.1904
2020-03-19 21:22:00 UTC,1584652920,2020-03-19 21:23:00 UTC,1584652980,0,0.58,75,0,0,0,0,38.191,-88.712,38.1959,-88.7033
2020-03-19 21:23:00 UTC,1584652980,2020-03-19 21:26:00 UTC,1584653160,1,2.32,300,0,0,0,0,38.1959,-88.7033,38.2124,-88.6661
2020-03-19 23:50:00 UTC,1584661800,2020-03-20 00:11:00 UTC,1584663060,2,12.5,500,1,0,0,0,36.1352,-92.9381,36.22,-92.741
2020-03-20 00:30:00 UTC,1584664200,2020-03-20 00:35:00 UTC,1584664500,1,2.16,600,0,0,0,0,36.3302,-92.4768,36.3425,-92.4413
2020-03-20 01:09:00 UTC,1584666540,2020-03-20 01:10:00 UTC,1584666600,1,0.81,300,0,0,0,0,35.5283,-92.9439,35.5334,-92.9309
2020-03-20 01:23:00 UTC,1584667380,2020-03-20 01:27:00 UTC,1584667620,1,2.79,200,0,0,0,0,35.5925,-92.8366,35.6172,-92.7974
2020-03-20 03:07:00 UTC,1584673620,2020-03-20 03:13:00 UTC,1584673980,1,5.67,400,0,0,0,0,36.1124,-91.561,36.1374,-91.4672
2020-03-21 20:30:00 UTC,1584822600,2020-03-21 20:31:00 UTC,1584822660,0,0.49,40,0,0,0,0,36.6288,-108.2774,36.6336,-108.2711
